fundISINCode,nav,currency,fqNav,fundAssetsSize,returnRatio1D,returnRatio1W,returnRatio1M,returnRatio3M,returnRatio6M,returnRatio1Y,returnRatioYTD,ReturnRatio3Y,returnRatioTotal,sevenRR,unitYield,reportDate
"IE00BN15GC88","9.600000","USD","9.600000","","-0.004149","-0.007239","-0.005181","-0.032258","-0.056047","-0.056974","-0.009288","-0.040000","-0.040000","","","2022-01-06"
"IE00BN15GC88","9.690000","USD","9.690000","360906351.95","0.002068","0.001033","-0.001031","-0.032934","-0.049068","-0.049068","-0.049068","-0.031000","-0.031000","","","2021-12-31"
"IE00BN15GG27","9.320000","HKD","9.663950","","-0.003209","-0.004864","-0.004864","-0.030043","-0.051656","-0.050859","-0.005924","-0.033605","-0.033605","","","2022-01-06"
"IE00BN15GG27","9.400000","HKD","9.721540","360906351.95","0.001066","-0.002123","-0.004236","-0.034250","-0.047917","-0.046149","-0.046149","-0.027846","-0.027846","","","2021-12-31"
"IE00BYVJR809","16.303000","USD","16.303000","","-0.026640","-0.016754","0.020168","0.043499","-0.144720","-0.245466","-0.030991","0.534516","0.630300","","","2022-01-06"
"IE00BYVJR809","16.749200","USD","16.749200","1206354213.14","0.001327","-0.002840","0.052092","0.072216","-0.109696","-0.220797","-0.004470","0.576514","0.674920","","","2022-01-05"
"IE00BYVJRD56","17.054400","USD","17.054400","","-0.026620","-0.016612","0.020824","0.045480","-0.141425","-0.239759","-0.030868","0.569809","0.705440","","","2022-01-06"
"IE00BYVJRD56","17.520800","USD","17.520800","1206354213.14","0.001349","-0.002573","0.052812","0.074250","-0.106214","-0.214905","-0.004364","0.612739","0.752080","","","2022-01-05"
"IE00BZ199S13","1.782800","USD","1.782800","","-0.024460","-0.015354","0.006152","0.084956","0.032251","0.146127","-0.014810","1.253856","0.782800","","","2022-01-05"
"KYG9319N1097","12.390000","USD","12.390000","","-0.008006","-0.015103","-0.030516","-0.143154","-0.216814","-0.234240","-0.015103","-0.165657","0.239000","","","2022-01-06"
"KYG9319N1170","5.110000","USD","12.367920","","-0.007767","-0.015264","-0.030099","-0.143149","-0.216118","-0.234361","-0.015264","-0.165705","0.236792","","","2022-01-06"
"KYG9319N1253","12.360000","HKD","12.360000","","-0.007229","-0.014354","-0.029827","-0.141070","-0.212739","-0.229426","-0.014354","-0.169355","0.236000","","","2022-01-06"
"KYG9319N1337","5.110000","HKD","12.392720","","-0.007767","-0.013381","-0.030103","-0.141755","-0.212769","-0.229263","-0.013381","-0.168984","0.239272","","","2022-01-06"
"LU0011847091","136.370000","GBP","138.521360","","-0.025441","-0.034138","-0.003289","0.031777","-0.004599","0.068730","-0.031807","0.400246","19.030187","","","2022-01-06"
"LU0011847091","139.930000","GBP","142.137520","","-0.008643","-0.010256","0.025955","0.050762","0.023703","0.117830","-0.006532","0.436800","19.553083","","","2022-01-05"
"LU0011850046","95.210000","USD","95.210000","","-0.031139","-0.031927","0.011581","0.027964","0.010507","0.157709","-0.028073","0.899262","8.463932","","","2022-01-06"
"LU0011850046","98.270000","USD","98.270000","","-0.000915","0.000509","0.049445","0.053269","0.042100","0.203994","0.003165","0.960303","8.768098","","","2022-01-05"
"LU0040709171","50.640000","USD","50.640000","","0.001780","-0.016508","-0.010938","-0.052572","-0.122661","-0.117309","-0.015552","0.415316","-0.006669","","","2022-01-06"
"LU0040709171","50.550000","USD","50.550000","637181679.29","-0.019779","-0.007656","-0.008435","-0.053371","-0.138548","-0.127546","-0.017302","0.412800","-0.008435","","","2022-01-05"
"LU0047713382","47.070000","USD","47.070000","","-0.013828","-0.016095","-0.015890","-0.028282","-0.121337","-0.083885","-0.023647","0.458630","3.707000","","","2022-01-06"
"LU0047713382","47.730000","USD","47.730000","","-0.012415","0.002520","-0.016079","-0.023527","-0.112495","-0.064668","-0.009956","0.479083","3.773000","","","2022-01-05"
"LU0051755006","92.790000","USD","106.705430","","-0.006850","-0.042217","-0.053936","-0.080285","-0.251866","-0.276707","-0.059783","0.836669","-0.072842","","","2022-01-06"
"LU0051755006","93.430000","USD","107.441410","6551727032.84","-0.025959","-0.030105","-0.066447","-0.082941","-0.257953","-0.261005","-0.053298","0.849337","-0.066447","","","2022-01-05"
"LU0052864419","85.210000","USD","85.210000","","-0.039346","-0.026616","-0.027505","-0.092255","-0.192628","-0.110821","-0.037936","0.771886","17.129787","","","2022-01-06"
"LU0053666078","339.220000","USD","347.066080","","-0.019907","-0.014382","0.040776","0.086164","0.063185","0.242420","-0.007577","0.933991","33.706608","","","2022-01-06"
"LU0053666078","346.110000","USD","354.115440","3956425013.08","-0.001500","0.007071","0.065971","0.103562","0.087404","0.279369","0.012580","0.973273","34.411544","","","2022-01-05"
"LU0053685615","48.380000","USD","55.382010","","-0.012653","-0.025383","-0.022429","-0.054154","-0.136839","-0.140366","-0.033753","0.508077","-0.039889","","","2022-01-06"
"LU0053685615","49.000000","USD","56.091740","11199816435.43","-0.015075","-0.009501","-0.027585","-0.053140","-0.133965","-0.131971","-0.021370","0.527404","-0.027585","","","2022-01-05"
"LU0056508442","77.670000","USD","77.670000","","-0.046175","-0.077991","-0.036711","-0.026204","-0.073261","0.001677","-0.077225","1.695939","6.767000","","","2022-01-06"
"LU0056508442","81.430000","USD","81.430000","","-0.025374","-0.030018","-0.012491","0.016858","-0.025374","0.040107","-0.032553","1.826449","7.143000","","","2022-01-05"
"LU0058720904","535.540000","USD","535.540000","","-0.012811","-0.055984","0.014280","0.056209","0.040672","0.166983","-0.052996","0.639391","0.021672","","","2022-01-06"
"LU0058720904","542.490000","USD","542.490000","2898049761.16","-0.016498","-0.044660","0.034931","0.070274","0.051704","0.183107","-0.040707","0.660667","0.034931","","","2022-01-05"
"LU0060230025","748.630000","USD","752.290830","","-0.000894","-0.061926","-0.037961","-0.004428","-0.037689","0.081773","-0.056844","1.570403","-0.036587","","","2022-01-06"
"LU0060230025","749.300000","USD","752.964110","1568727616.99","-0.039913","-0.060250","-0.035724","0.002435","-0.034357","0.075437","-0.056000","1.572704","-0.035724","","","2022-01-05"
"LU0072462426","76.180000","USD","76.180000","","-0.015635","-0.017919","0.007539","0.016547","-0.018552","0.041422","-0.015889","0.457711","4.437545","","","2022-01-06"
"LU0072462426","77.390000","USD","77.390000","","-0.004118","-0.000775","0.024626","0.025984","-0.005909","0.062466","-0.000258","0.480865","4.523911","","","2022-01-05"
"LU0079474960","182.100000","USD","182.100000","","-0.002028","-0.049185","-0.007034","0.055285","0.039740","0.236588","-0.043994","1.129078","0.001485","","","2022-01-06"
"LU0079474960","182.470000","USD","182.470000","8225450344.98","-0.029828","-0.050871","0.003520","0.064213","0.046453","0.228589","-0.042052","1.133403","0.003520","","","2022-01-05"
"LU0082616367","46.050000","USD","46.336660","","-0.047373","-0.080104","-0.028481","0.011643","-0.038224","0.047043","-0.078447","1.791833","3.656951","","","2022-01-06"
"LU0082616367","48.340000","USD","48.640910","6896905542.73","-0.022842","-0.029122","-0.008207","0.058927","0.010658","0.088716","-0.032620","1.930666","3.888534","","","2022-01-05"
"LU0089639750","53.140000","USD","61.568360","","-0.040101","-0.069841","-0.030646","-0.044588","-0.099782","0.033221","-0.067719","0.786219","5.156836","","","2022-01-06"
"LU0089639750","55.360000","USD","64.140470","602396504.93","-0.016347","-0.028602","-0.003958","-0.013542","-0.058986","0.068492","-0.028772","0.860841","5.414047","","","2022-01-05"
"LU0093502762","41.750000","EUR","41.750000","","-0.028392","-0.026125","0.011141","0.073817","0.063965","0.232654","-0.024533","0.708265","3.175000","","","2022-01-06"
"LU0093502762","42.970000","EUR","42.970000","","-0.005554","0.004911","0.043468","0.102360","0.096733","0.275074","0.003972","0.758183","3.297000","","","2022-01-05"
"LU0093503497","20.230000","EUR","20.230000","","-0.012689","-0.016529","0.004968","0.046560","0.046560","0.131432","-0.013652","0.426657","1.023000","","","2022-01-06"
"LU0093503497","20.490000","EUR","20.490000","","-0.004373","-0.002434","0.018390","0.057276","0.061108","0.146614","-0.000975","0.444993","1.049000","","","2022-01-05"
"LU0104030142","51.080000","EUR","56.560090","","-0.027048","-0.040030","0.009087","0.052111","0.066145","0.268049","-0.040030","1.278178","4.684431","","","2022-01-06"
"LU0104030142","52.500000","EUR","58.132430","1284087142.63","-0.016301","-0.009247","0.034483","0.075820","0.105473","0.301362","-0.013343","1.341510","4.842455","","","2022-01-05"
"LU0106831901","41.080000","USD","41.080000","","-0.012263","0.026230","0.054415","-0.012500","0.037112","0.170704","0.030607","0.679477","0.059309","","","2022-01-06"
"LU0106831901","41.590000","USD","41.590000","","-0.000481","0.043402","0.072460","-0.004071","0.040010","0.218219","0.043402","0.700327","0.072460","","","2022-01-05"
"LU0117841782","68.020000","USD","88.445260","","-0.007587","-0.030225","-0.033944","-0.030087","-0.171994","-0.160861","-0.041702","1.013793","-0.050000","","","2022-01-06"
"LU0117841782","68.540000","USD","89.121410","2799684610.67","-0.021696","-0.020997","-0.042737","-0.031511","-0.174108","-0.143137","-0.034376","1.029188","-0.042737","","","2022-01-05"
"LU0119062650","25.020000","EUR","32.769080","","-0.014961","-0.001596","0.041199","0.085938","0.058713","0.233955","-0.001596","0.531278","2.293375","","","2022-01-06"
"LU0119062650","25.400000","EUR","33.266770","805460755.34","-0.001965","0.016813","0.064097","0.093414","0.075697","0.272007","0.013567","0.554534","2.343394","","","2022-01-05"
"LU0122379950","64.140000","USD","64.140000","","-0.023893","-0.045678","0.019066","0.041403","-0.002799","0.083629","-0.045252","0.566300","5.414000","","","2022-01-06"
"LU0122379950","65.710000","USD","65.710000","","-0.001064","-0.017347","0.050184","0.056601","0.014513","0.111844","-0.021882","0.604640","5.571000","","","2022-01-05"
"LU0124384867","17.940000","USD","17.940000","","-0.029746","-0.035484","-0.013744","0.059032","0.027491","0.067222","-0.036002","1.190476","-0.012115","","","2022-01-06"
"LU0124384867","18.490000","USD","18.490000","","-0.006982","-0.003235","0.018172","0.083187","0.061424","0.135052","-0.006448","1.257631","0.018172","","","2022-01-05"
"LU0143551892","77.590000","USD","77.590000","","-0.026352","-0.029033","0.008055","-0.007547","-0.035190","0.054212","-0.026841","1.121104","0.005703","","","2022-01-06"
"LU0143551892","79.690000","USD","79.690000","5278412261.23","-0.007226","0.003273","0.032923","0.009629","-0.010799","0.082745","-0.000502","1.178513","0.032923","","","2022-01-05"
"LU0154237225","14.100000","USD","14.100000","","-0.001416","-0.001416","-0.001416","-0.009136","-0.010526","-0.009136","-0.001416","0.062547","0.410000","","","2022-01-06"
"LU0154237225","14.120000","USD","14.120000","","0.000000","0.000000","0.000000","-0.008427","-0.009818","-0.007730","0.000000","0.064054","0.412000","","","2022-01-05"
"LU0174119429","72.450000","USD","72.450000","","-0.033485","-0.059946","-0.007670","-0.000965","-0.033871","0.129384","-0.055780","0.957050","-0.012001","","","2022-01-06"
"LU0174119429","74.960000","USD","74.960000","2826657523.98","-0.017305","-0.025608","0.022228","0.028540","0.001470","0.156969","-0.023068","1.024851","0.022228","","","2022-01-05"
"LU0203202907","28.870000","USD","28.870000","","-0.002763","-0.013329","0.007679","0.021947","0.010854","0.090669","-0.012654","0.344667","0.924667","","","2022-01-06"
"LU0203202907","28.950000","USD","28.950000","42943838.59","-0.010933","-0.011945","0.017575","0.022607","0.010824","0.097422","-0.009918","0.348393","0.930000","","","2022-01-05"
"LU0207127084","20.900000","USD","20.900000","","-0.011353","-0.014616","-0.013686","-0.029712","-0.041724","-0.031511","-0.016008","0.085151","1.090000","","","2022-01-06"
"LU0207127084","21.140000","USD","21.140000","235055090.2","-0.001417","-0.003770","-0.000945","-0.021749","-0.031608","-0.032051","-0.004708","0.097612","1.114000","","","2022-01-05"
"LU0210528500","45.330000","USD","45.330000","","-0.019892","-0.014351","0.040873","0.086269","0.063086","0.242258","-0.007445","0.933874","3.533000","","","2022-01-06"
"LU0210528500","46.250000","USD","46.250000","3956425013.08","-0.001511","0.007186","0.065914","0.103555","0.087468","0.279391","0.012700","0.973123","3.625000","","","2022-01-05"
"LU0210529656","36.130000","USD","36.130000","","-0.012572","-0.025357","-0.022192","-0.053941","-0.136679","-0.140171","-0.033440","0.508559","2.613000","","","2022-01-06"
"LU0210529656","36.590000","USD","36.590000","11199816435.43","-0.014809","-0.009475","-0.027379","-0.053054","-0.133964","-0.131910","-0.021134","0.527766","2.659000","","","2022-01-05"
"LU0210532015","83.760000","EUR","83.760000","","-0.027065","-0.040000","0.009157","0.052261","0.066327","0.267938","-0.040000","1.278564","7.376000","","","2022-01-06"
"LU0210532015","86.090000","EUR","86.090000","1284087142.63","-0.016227","-0.009207","0.034611","0.075856","0.105561","0.301436","-0.013295","1.341948","7.609000","","","2022-01-05"
"LU0210533765","28.530000","USD","28.530000","","-0.040363","-0.070078","-0.030910","-0.044861","-0.100000","0.033321","-0.067952","0.785357","1.853000","","","2022-01-06"
"LU0210533765","29.730000","USD","29.730000","602396504.93","-0.016214","-0.028431","-0.003686","-0.013276","-0.058879","0.068656","-0.028749","0.860451","1.973000","","","2022-01-05"
"LU0224105477","43.640000","EUR","43.640000","","-0.028711","-0.040879","0.000459","0.048031","0.028760","0.205525","-0.038555","1.049789","30.235014","","","2022-01-06"
"LU0224105477","44.930000","EUR","44.930000","","-0.011659","-0.009480","0.024629","0.074880","0.066208","0.239448","-0.010134","1.110380","31.158322","","","2022-01-05"
"LU0238689110","31.470000","USD","31.470000","","-0.022063","-0.024489","0.016145","0.037587","-0.005373","0.117543","-0.021455","0.758101","2.147000","","","2022-01-06"
"LU0238689110","32.180000","USD","32.180000","","-0.004947","0.000311","0.040750","0.050604","0.013543","0.150107","0.000622","0.797765","2.218000","","","2022-01-05"
"LU0256840447","330.250000","EUR","330.250000","2053241847.21","-0.021249","-0.030814","0.017249","0.051551","0.016967","0.168820","-0.028505","0.730779","2.688708","","","2022-01-06"
"LU0272423673","9.510000","USD","9.510000","","-0.014508","0.012780","0.047357","0.086857","0.080682","0.202276","0.019293","0.356633","0.054324","","","2022-01-06"
"LU0272423673","9.650000","USD","9.650000","120989752.06","0.012592","0.030983","0.069845","0.090395","0.087937","0.256510","0.034298","0.376605","0.069845","","","2022-01-05"
"LU0336377303","133.150000","USD","155.705650","","-0.018430","-0.022465","0.018745","0.079274","0.039022","0.232472","-0.024399","0.438815","0.557057","","","2022-01-06"
"LU0336377303","135.650000","USD","158.629150","113278206.94","-0.007899","0.004071","0.048867","0.086330","0.059675","0.255842","-0.006082","0.465830","0.586292","","","2022-01-05"
"LU0344579056","205.900000","USD","205.900000","","-0.003967","-0.007376","0.006944","0.000583","0.000680","0.048477","-0.005602","0.222104","1.059000","","","2022-01-06"
"LU0344579056","206.720000","USD","206.720000","8845581415.63","-0.000484","-0.003567","0.010955","0.001745","0.005008","0.052921","-0.001642","0.226971","1.067200","","","2022-01-05"
"LU0348783233","221.860000","USD","255.103100","","-0.021177","-0.033585","0.001038","0.047102","-0.024577","0.001716","-0.040439","1.248682","-0.017971","","","2022-01-06"
"LU0348784397","244.950000","USD","244.950000","","-0.021179","-0.033613","0.001022","0.047108","-0.024609","0.001677","-0.040465","1.248485","2.740837","","","2022-01-06"
"LU0348814723","41.040000","USD","49.304990","","-0.008935","-0.012037","-0.014646","-0.040000","-0.160221","-0.153814","-0.021692","0.602970","3.930499","","","2022-01-06"
"LU0348816934","47.820000","USD","47.820000","","-0.008912","-0.011983","-0.014630","-0.039952","-0.160021","-0.153778","-0.021686","0.603084","2.741784","","","2022-01-06"
"LU0356780857","88.570000","USD","211.316590","","-0.003936","-0.007397","0.006952","0.000557","0.000619","0.048467","-0.005614","0.221937","1.113166","","","2022-01-06"
"LU0356780857","88.920000","USD","212.151650","8845581415.63","-0.000562","-0.003586","0.010931","0.001722","0.005014","0.052963","-0.001684","0.226766","1.121517","","","2022-01-05"
"LU0471471150","11.600000","USD","24.115200","","-0.008547","-0.011925","-0.007232","-0.018823","-0.035854","-0.046859","-0.011925","0.122613","-0.005537","","","2022-01-06"
"LU0471471150","11.700000","USD","24.323090","2775651073.69","-0.001706","-0.002557","0.003036","-0.013655","-0.028328","-0.042363","-0.003407","0.132291","0.003036","","","2022-01-05"
"LU0531876844","20.216000","USD","20.216000","","0.001834","-0.009990","-0.035634","-0.084047","-0.231155","-0.268252","-0.029430","0.242456","1.021600","","","2022-01-06"
"LU0545039389","22.710000","USD","22.710000","","-0.018158","-0.012609","0.028533","0.059729","0.028999","0.144081","-0.009162","0.482376","1.490132","","","2022-01-06"
"LU0545039389","23.130000","USD","23.130000","","0.000433","0.006966","0.055682","0.072820","0.044244","0.178899","0.009162","0.509791","1.536184","","","2022-01-05"
"LU0560541111","17.791000","USD","17.791000","","-0.007476","0.026720","0.029512","-0.037023","-0.041382","0.128942","0.026720","0.271240","0.779100","","","2022-01-06"
"LU0560541111","17.925000","USD","17.925000","125283837795.96","0.018871","0.033558","0.045068","-0.052740","-0.038719","0.165172","0.034453","0.280815","0.792500","","","2022-01-05"
"LU0683600562","56.850000","USD","56.850000","","0.000352","-0.006987","0.023034","0.078748","0.084510","0.277241","-0.004553","0.857236","0.036085","","","2022-01-06"
"LU0683600562","56.830000","USD","56.830000","4256377028.81","-0.015078","-0.009930","0.035721","0.084749","0.082064","0.288370","-0.004903","0.856583","0.035721","","","2022-01-05"
"LU0689472784","24.720000","USD","24.720000","","-0.017878","-0.029065","0.003247","0.018122","0.005696","0.087549","-0.027155","0.580563","1.472000","","","2022-01-06"
"LU0689472784","25.170000","USD","25.170000","37730940599.63","-0.007492","-0.008665","0.016149","0.032827","0.025672","0.106860","-0.009445","0.609335","1.517000","","","2022-01-05"
"LU0708185235","237.410000","USD","237.410000","108534277.73","-0.010709","-0.061435","-0.108152","-0.206013","-0.226047","-0.209240","-0.083430","0.676980","1.374100","","","2022-01-06"
"LU0727847666","9.850000","HKD","18.707250","","-0.003037","-0.007056","0.007841","0.003224","0.005623","0.055052","-0.005050","0.216484","0.688380","","","2022-01-06"
"LU0727847666","9.880000","HKD","18.764230","8845581415.63","0.000000","-0.003027","0.011942","0.003257","0.008686","0.058265","-0.002020","0.220189","0.693523","","","2022-01-05"
"LU0744789560","247.590000","HKD","247.590000","108534277.73","-0.009838","-0.061199","-0.108137","-0.204760","-0.222589","-0.204326","-0.083102","0.670084","1.475900","","","2022-01-06"
"LU0744789560","250.050000","HKD","250.050000","109650449.91","-0.041807","-0.048950","-0.135583","-0.196859","-0.214075","-0.180621","-0.073992","0.686678","1.500500","","","2022-01-05"
"LU0762541174","10.221000","USD","14.897770","","-0.006995","-0.006126","0.000995","-0.012524","-0.049557","-0.061763","-0.008825","0.183986","0.489777","","","2022-01-06"
"LU0762541174","10.293000","USD","15.002710","600708858.02","0.000194","-0.000631","0.006083","-0.008788","-0.043559","-0.055739","-0.001843","0.192326","0.500271","","","2022-01-05"
"LU0762542818","10.268000","HKD","14.966480","","-0.006195","-0.006098","0.001006","-0.010827","-0.045553","-0.056052","-0.008402","0.179059","0.496648","","","2022-01-06"
"LU0762542818","10.332000","HKD","15.059770","600708858.02","0.000097","-0.000905","0.006268","-0.007592","-0.040303","-0.050841","-0.002221","0.186408","0.505977","","","2022-01-05"
"LU0784640038","90.370000","USD","168.710950","","-0.004078","-0.006814","0.010930","0.002489","0.003599","0.048489","-0.005721","0.262830","0.007341","","","2022-01-06"
"LU0784640038","90.740000","USD","169.401700","212470419.18","-0.000551","-0.002857","0.011465","0.003739","0.008471","0.053013","-0.001650","0.268000","0.011465","","","2022-01-05"
"LU0815945547","9.840000","HKD","11.535620","","-0.001015","-0.002028","-0.000105","-0.008322","-0.011595","-0.005305","-0.002028","0.069604","0.153562","","","2022-01-06"
"LU0853555463","14.230000","USD","14.230000","9948413146.46","-0.002104","-0.005590","-0.007671","-0.002803","-0.002803","0.004234","-0.004895","0.171193","0.423000","","","2022-01-06"
"LU0862451837","94.240000","USD","144.722620","","-0.015256","-0.004857","0.014984","0.051039","0.007711","0.037075","-0.004857","0.486540","0.008920","","","2022-01-06"
"LU0862451837","95.700000","USD","146.964720","509706280.58","-0.000313","0.008643","0.024551","0.062630","0.021931","0.051803","0.010560","0.509570","0.024551","","","2022-01-05"
"LU0863150172","38.030000","HKD","38.030000","","-0.019087","-0.014001","0.041062","0.088126","0.067659","0.249343","-0.007050","0.920707","2.432310","","","2022-01-06"
"LU0863150172","38.770000","HKD","38.770000","3956425013.08","-0.001288","0.007013","0.066282","0.104873","0.090884","0.285477","0.012272","0.958081","2.499097","","","2022-01-05"
"LU0889220934","9.830000","USD","15.316540","224126039.46","0.000000","0.001018","0.008205","0.003086","0.005044","0.021165","0.001018","0.196042","0.009236","","","2022-01-06"
"LU0927678507","244.080000","USD","244.080000","","-0.038525","-0.047344","-0.038866","-0.002330","0.002959","0.039877","-0.047344","0.846852","1.508788","","","2022-01-06"
"LU0927678507","253.860000","USD","253.860000","522185049410","-0.022563","-0.010485","-0.015092","0.032287","0.044047","0.067715","-0.009172","0.920854","1.609312","","","2022-01-05"
"LU0965088593","19.123000","USD","19.123000","","-0.007165","0.032671","0.053029","0.000680","0.000157","0.264414","0.032671","0.383019","0.912300","","","2022-01-06"
"LU0965088593","19.261000","USD","19.261000","125283837795.96","0.014912","0.041867","0.066678","-0.016945","0.000519","0.308136","0.040123","0.392999","0.926100","","","2022-01-05"
"LU0980739220","24.180000","USD","24.180000","2053241847.21","-0.021449","-0.030862","0.018534","0.053595","0.021546","0.180088","-0.028526","0.831818","0.006661","","","2022-01-06"
"LU0987226023","17.900000","HKD","17.900000","","-0.014317","-0.001116","0.037681","0.080266","0.050469","0.215207","-0.001116","0.545769","0.790000","","","2022-01-06"
"LU0987226023","18.160000","HKD","18.160000","805460755.34","-0.001649","0.015092","0.060128","0.086774","0.066353","0.253278","0.013393","0.568221","0.816000","","","2022-01-05"
"LU0987226296","248.290000","USD","248.290000","","-0.014096","-0.001086","0.038479","0.081874","0.052032","0.217526","-0.001086","0.557068","0.834565","","","2022-01-06"
"LU0987226296","251.840000","USD","251.840000","805460755.34","-0.001348","0.015525","0.060736","0.088285","0.067435","0.256310","0.013196","0.579330","0.860795","","","2022-01-05"
"LU0992293067","10.260000","USD","13.433810","9948413146.46","0.000276","-0.005523","-0.008397","-0.002682","-0.002834","0.003453","-0.001665","0.170254","0.343381","","","2022-01-06"
"LU1005227563","92.310000","USD","137.150700","","-0.006030","-0.009974","-0.007172","-0.005906","-0.012444","-0.025247","-0.010505","0.197016","-0.005573","","","2022-01-06"
"LU1005227563","92.870000","USD","137.982730","854014212.56","-0.001398","-0.003648","0.000460","-0.002214","-0.005932","-0.022889","-0.004502","0.204278","0.000460","","","2022-01-05"
"LU1034075835","588.340000","USD","588.340000","","-0.026233","-0.039319","0.007932","0.055129","0.068369","0.269588","-0.039319","1.335609","3.307028","","","2022-01-06"
"LU1034075835","604.190000","USD","604.190000","1284087142.63","-0.016089","-0.009638","0.031974","0.078141","0.106535","0.302723","-0.013438","1.398531","3.423060","","","2022-01-05"
"LU1041599405","133.400000","USD","133.400000","","-0.001572","-0.000674","0.006261","-0.003511","-0.006331","0.020814","-0.000150","0.164964","0.334000","","","2022-01-06"
"LU1041599405","133.610000","USD","133.610000","12216645571.63","-0.000224","0.000899","0.007769","-0.003654","-0.004693","0.023126","0.001424","0.166798","0.336100","","","2022-01-05"
"LU1075211356","16.680000","USD","16.680000","","-0.011848","-0.010089","0.036669","0.082414","0.047739","0.214858","-0.005959","0.402860","0.037959","","","2022-01-06"
"LU1097445909","139.503000","HKD","139.503000","","0.002731","-0.009753","-0.035609","-0.082356","-0.227763","-0.263778","-0.029058","0.237376","0.395030","","","2022-01-06"
"LU1128926307","9.100000","HKD","13.465450","","0.000000","0.000434","0.007052","-0.000622","-0.001912","0.028059","0.000434","0.161147","0.346545","","","2022-01-06"
"LU1128926307","9.100000","HKD","13.465450","12216645571.63","0.000000","0.000434","0.008163","-0.002788","-0.001912","0.029170","0.000434","0.161147","0.346545","","","2022-01-05"
"LU1128926489","9.020000","USD","13.348380","","-0.002213","-0.000671","0.005991","-0.003926","-0.006298","0.020314","-0.000671","0.164789","0.334838","","","2022-01-06"
"LU1128926489","9.040000","USD","13.377980","12216645571.63","0.000000","0.001545","0.008222","-0.002806","-0.004094","0.023682","0.001545","0.167372","0.337798","","","2022-01-05"
"LU1216622560","13.620000","USD","13.620000","","-0.005839","-0.008734","0.004425","-0.012328","-0.014472","0.017937","-0.009455","0.193690","0.362000","","","2022-01-06"
"LU1216622560","13.700000","USD","13.700000","624207192.11","-0.001458","-0.002911","0.014064","-0.009400","-0.009400","0.023916","-0.003636","0.200701","0.370000","","","2022-01-05"
"LU1244138183","16.950000","USD","16.950000","","-0.013962","0.002959","0.016797","0.007729","-0.049355","0.011337","-0.002941","0.275395","0.695000","","","2022-01-06"
"LU1244138183","17.190000","USD","17.190000","119648434.6","0.006440","0.020178","0.033053","0.014159","-0.041272","0.033053","0.011176","0.293454","0.719000","","","2022-01-05"
"LU1244139074","12.210000","USD","12.210000","","-0.004890","-0.008123","-0.004890","-0.012136","-0.013732","-0.002451","-0.008929","0.134758","-0.002451","","","2022-01-06"
"LU1244139074","12.270000","USD","12.270000","129325104.97","-0.000814","-0.003249","0.002451","-0.009685","-0.008084","0.000816","-0.004058","0.140335","0.002451","","","2022-01-05"
"LU1273543592","240.340000","USD","240.340000","","-0.014111","-0.011801","0.041876","0.083687","0.063875","0.245737","-0.011801","0.732055","0.039039","","","2022-01-06"
"LU1273543592","243.780000","USD","243.780000","857096645.01","-0.007734","0.003416","0.053910","0.090885","0.084865","0.270482","0.002344","0.756846","0.053910","","","2022-01-05"
"LU1323998911","13.910000","USD","13.910000","","-0.009259","-0.011372","-0.002152","-0.025910","-0.079418","-0.070187","-0.012775","0.159167","0.391000","","","2022-01-06"
"LU1323998911","14.040000","USD","14.040000","","-0.003549","-0.002132","0.005731","-0.023644","-0.073267","-0.061497","-0.003549","0.170000","0.404000","","","2022-01-05"
"LU1366192091","19.530000","USD","24.492010","","-0.029807","-0.046387","0.000667","0.069592","0.048973","0.207310","-0.041708","1.004532","1.449201","","","2022-01-06"
"LU1366192091","20.130000","USD","25.244460","236008936.08","-0.013235","-0.016129","0.021487","0.098866","0.086381","0.239188","-0.012267","1.066115","1.524446","","","2022-01-05"
"LU1497733557","9.871000","USD","12.079310","","-0.009930","-0.002086","0.031816","0.020068","-0.008458","0.022396","-0.003592","0.160482","0.029992","","","2022-01-06"
"LU1497733557","9.970000","USD","12.200460","1443696928.2","0.001607","0.009755","0.040322","0.024007","-0.002745","0.035445","0.006401","0.172121","0.040322","","","2022-01-05"
"LU1548497426","29.390000","USD","29.390000","","-0.046089","-0.054680","-0.024236","-0.029072","-0.100122","0.016252","-0.060122","1.711255","1.939000","","","2022-01-06"
"LU1560902808","9.900000","USD","11.733160","","-0.003022","-0.006024","-0.004024","-0.009957","-0.012921","-0.011776","-0.007021","0.175924","-0.001022","","","2022-01-06"
"LU1670770301","7.760000","USD","10.374130","","-0.011465","-0.015228","-0.013605","-0.030053","-0.042114","-0.032029","-0.015228","0.086261","0.037413","","","2022-01-06"
"LU1670770301","7.850000","USD","10.494450","235055090.2","-0.001272","-0.003807","-0.000902","-0.021211","-0.031004","-0.032110","-0.003807","0.098860","0.049445","","","2022-01-05"
"LU1670770640","8.980000","USD","11.865250","","-0.005537","-0.008830","0.004499","-0.011843","-0.013842","0.018562","-0.008830","0.194625","0.186525","","","2022-01-06"
"LU1670770640","9.030000","USD","11.931310","624207192.11","-0.001107","-0.002210","0.014606","-0.008488","-0.008352","0.024233","-0.003311","0.201276","0.193131","","","2022-01-05"
"LU1676121723","9.420000","USD","11.408280","","-0.004229","-0.007377","-0.003817","-0.011315","-0.013207","-0.002584","-0.008421","0.134627","0.140828","","","2022-01-06"
